,Model Name,Network type,Dimensions,Sim,Display type,Display size,OS,RAM,CPU,Main Camera
174,Nokia 3310 4G,GSM / HSPA / LTE,117 x 52.4 x 13.4 mm (4.61 x 2.06 x 0.53 in),Micro-SIM,TFT,"2.4 inches, 17.8 cm2 (~29.1% screen-to-body ratio)",NA,512MB 256MB RAM,NA,2 MP
175,Nokia 2,GSM / HSPA / LTE,143.5 x 71.3 x 9.3 mm (5.65 x 2.81 x 0.37 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.4% screen-to-body ratio)","Android 7.1.1 (Nougat), upgradable to Android 8.1 (Oreo)",8GB 1GB RAM,Quad-core 1.3 GHz Cortex-A7,"8 MP, AF"
176,Nokia 7,GSM / CDMA / HSPA / EVDO / LTE,141.2 x 71.5 x 7.9 mm (5.56 x 2.81 x 0.31 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~73.8% screen-to-body ratio)","Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie)","64GB 4GB RAM, 64GB 6GB RAM",Octa-core 2.2 GHz Cortex-A53,"16 MP, f/1.8, 1.12µm, PDAF"
177,Nokia 3310 3G,GSM / HSPA,117 x 52.4 x 13.4 mm (4.61 x 2.06 x 0.53 in),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",TFT,"2.4 inches, 17.8 cm2 (~29.1% screen-to-body ratio)",NA,64MB,NA,2 MP
178,Nokia 8,GSM / HSPA / LTE,151.5 x 73.7 x 7.9 mm (5.96 x 2.90 x 0.31 in),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.3 inches, 77.4 cm2 (~69.4% screen-to-body ratio)","Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie)","64GB 4GB RAM, 128GB 6GB RAM",Octa-core (4x2.5 GHz Kryo & 4x1.8 GHz Kryo),"13 MP, f/2.0, 1.12µm, PDAF, Laser AF, OIS
13 MP B/W, f/2.0, 1.12µm, PDAF, Laser AF"
179,Nokia 105 (2017),GSM,112 x 49.5 x 14.4 mm (4.41 x 1.95 x 0.57 in),"Dual SIM (Mini-SIM, dual stand-by)","TFT, 65K colors","1.8 inches, 10.0 cm2 (~18.1% screen-to-body ratio)",NA,4MB 4MB RAM,NA,No
180,Nokia 130 (2017),GSM,111.5 x 48.4 x 14.2 mm (4.39 x 1.91 x 0.56 in),Single SIM (Mini-SIM) or Dual SIM (Mini-SIM),"TFT, 65K colors","1.8 inches, 10.0 cm2 (~18.6% screen-to-body ratio)",NA,8MB 4MB RAM,NA,VGA
181,Nokia 3,GSM / HSPA / LTE,143.4 x 71.4 x 8.5 mm (5.65 x 2.81 x 0.33 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~67.3% screen-to-body ratio)","Android 7.0 (Nougat), upgradable to Android 9.0 (Pie)",16GB 2GB RAM,Quad-core 1.4 GHz Cortex-A53,"8 MP, f/2.0, 1.12µm, AF"
182,Nokia 5,GSM / HSPA / LTE,149.7 x 72.5 x 8 mm (5.89 x 2.85 x 0.31 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~68.7% screen-to-body ratio)","Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie)","16GB 2GB RAM, 16GB 3GB RAM",Octa-core 1.4 GHz Cortex-A53,"13 MP, f/2.0, 1/3"", 1.12µm, PDAF"
183,Nokia 6,GSM / HSPA / LTE,154 x 75.8 x 7.9 mm (6.06 x 2.98 x 0.31 in),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 82.6 cm2 (~70.7% screen-to-body ratio)","Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie)","32GB 3GB RAM, 64GB 4GB RAM",Octa-core 1.4 GHz Cortex-A53,"16 MP, f/2.0, 1.0µm, PDAF"
184,Sony Xperia 5,GSM / HSPA / LTE,158 x 68 x 8.2 mm (6.22 x 2.68 x 0.32 in),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors","6.1 inches, 86.9 cm2 (~80.9% screen-to-body ratio)",Android 9.0 (Pie),128GB 6GB RAM,Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),"12 MP, f/1.6, 26mm (wide), 1/2.6"", 1.4µm, predictive Dual Pixel PDAF, 5-axis OIS
12 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0µm, predictive PDAF, 2x optical zoom, 5-axis OIS
12 MP, f/2.4, 16mm (ultrawide), 1/3.4"", 1.0µm"
185,Sony Xperia 1,GSM / HSPA / LTE,167 x 72 x 8.2 mm (6.57 x 2.83 x 0.32 in),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors","6.5 inches, 98.6 cm2 (~82.0% screen-to-body ratio)",Android 9.0 (Pie),"64GB 6GB RAM, 128GB 6GB RAM",Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),"12 MP, f/1.6, 26mm (wide), 1/2.6"", 1.4µm, predictive Dual Pixel PDAF, 5-axis OIS
12 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0µm, predictive PDAF, 2x optical zoom, 5-axis OIS
12 MP, f/2.4, 16mm (ultrawide), 1/3.4"", 1.0µm"
186,Sony Xperia 10 Plus,GSM / HSPA / LTE,167 x 73 x 8.3 mm (6.57 x 2.87 x 0.33 in),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 98.7 cm2 (~81.0% screen-to-body ratio)",Android 9.0 (Pie),"64GB 4GB RAM, 64GB 6GB RAM",Octa-core 1.8 GHz Kryo 260,"12 MP, f/1.8, 27mm (wide), 1/2.8"", 1.25µm, PDAF
8 MP, f/2.4, 53mm (telephoto), 1/4"", 1.12µm, PDAF, 2x optical zoom"
187,Sony Xperia 10,GSM / HSPA / LTE,156 x 68 x 8.4 mm (6.14 x 2.68 x 0.33 in),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 84.1 cm2 (~79.3% screen-to-body ratio)",Android 9.0 (Pie),"64GB 3GB RAM, 64GB 4GB RAM",Octa-core 2.2 GHz Cortex-A53,"13 MP, f/2.0, 27mm (wide), 1/3"", 1.12µm, PDAF
5 MP, f/2.4, 22mm (wide), 1/4"", 1.4µm, depth sensor"
188,Sony Xperia L3,GSM / HSPA / LTE,154 x 72 x 8.9 mm (6.06 x 2.83 x 0.35 in),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~75.6% screen-to-body ratio)",Android 8.0 (Oreo),32GB 3GB RAM,Octa-core 2.0 GHz Cortex-A53,"13 MP, f/2.2, 26mm (wide), 1/3"", 1.12µm, PDAF
2 MP, depth sensor"
189,Sony Xperia XZ3,GSM / HSPA / LTE,158 x 73 x 9.9 mm (6.22 x 2.87 x 0.39 in),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","P-OLED capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~80.5% screen-to-body ratio)",Android 9.0 (Pie),"64GB 4GB RAM, 64GB 6GB RAM",Octa-core (4x2.7 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),"19 MP, f/2.0, 25mm (wide), 1/2.3"", 1.22µm, predictive PDAF, Laser AF"
190,Sony Xperia XA2 Plus,GSM / HSPA / LTE,157 x 75 x 9.6 mm (6.18 x 2.95 x 0.38 in),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm2 (~78.9% screen-to-body ratio)",Android 8.0 (Oreo),"32GB 4GB RAM, 64GB 6GB RAM",Octa-core 2.2 GHz Cortex-A53,"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF"
191,Sony Xperia XZ2 Premium,GSM / HSPA / LTE,158 x 80 x 11.9 mm (6.22 x 3.15 x 0.47 in),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.8 inches, 91.5 cm2 (~72.4% screen-to-body ratio)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)",64GB 6GB RAM,Octa-core (4x2.7 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),"19 MP, f/1.8, 25mm (wide), 1/2.3"", 1.22µm, predictive PDAF, Laser AF
12 MP B/W, f/1.6, 1/2.3"", 1.55µm, predictive PDAF, Laser AF"
192,Sony Xperia XZ2,GSM / HSPA / LTE,153 x 72 x 11.1 mm (6.02 x 2.83 x 0.44 in),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm2 (~76.1% screen-to-body ratio)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)","64GB 4GB RAM, 64GB 6GB RAM",Octa-core (4x2.7 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),"19 MP, f/2.0, 25mm (wide), 1/2.3"", 1.22µm, predictive PDAF, Laser AF"
193,Sony Xperia XZ2 Compact,GSM / HSPA / LTE,135 x 65 x 12.1 mm (5.31 x 2.56 x 0.48 in),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 64.5 cm2 (~73.5% screen-to-body ratio)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)",64GB 4GB RAM,Octa-core (4x2.7 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),"19 MP, f/2.0, 25mm (wide), 1/2.3"", 1.22µm, predictive PDAF, Laser AF"
194,Sony Xperia XA2 Ultra,GSM / HSPA / LTE,163 x 80 x 9.5 mm (6.42 x 3.15 x 0.37 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~76.1% screen-to-body ratio)",Android 8.0 (Oreo),"32GB 4GB RAM, 64GB 4GB RAM",Octa-core 2.2 GHz Cortex-A53,"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF"
195,Sony Xperia XA2,GSM / HSPA / LTE,142 x 70 x 9.7 mm (5.59 x 2.76 x 0.38 in),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~75.0% screen-to-body ratio)",Android 8.0 (Oreo),32GB 3GB RAM,Octa-core 2.2 GHz Cortex-A53,"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF"
196,Sony Xperia L2,GSM / HSPA / LTE,150 x 78 x 9.8 mm (5.91 x 3.07 x 0.39 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.3% screen-to-body ratio)",Android 7.1.1 (Nougat),32GB 3GB RAM,Quad-core 1.5 GHz Cortex-A53,"13 MP, f/2.0, 1/3.1"", AF"
197,Sony Xperia R1 (Plus),GSM / HSPA / LTE,146 x 73.2 x 8.9 mm (5.75 x 2.88 x 0.35 in),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~69.7% screen-to-body ratio)",Android 7.1 (Nougat),"16GB 2GB RAM, 32GB 3GB RAM",Octa-core 1.5 GHz Cortex-A53,"13 MP, predictive PDAF"
198,Sony Xperia XZ1,GSM / HSPA / LTE,148 x 73.4 x 7.4 mm (5.83 x 2.89 x 0.29 in),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~68.6% screen-to-body ratio)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)",64GB 4GB RAM,Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo),"19 MP, f/2.0, 25mm (wide), 1/2.3"", 1.22µm, predictive PDAF, Laser AF"
199,Sony Xperia XA1 Plus,GSM / HSPA / LTE,155 x 75 x 8.7 mm (6.10 x 2.95 x 0.34 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~71.7% screen-to-body ratio)","Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo)","32GB 3GB RAM, 32GB 4GB RAM",Octa-core (4x2.3 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53),"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF"
200,Sony Xperia XZ1 Compact,GSM / HSPA / LTE,129 x 65 x 9.3 mm (5.08 x 2.56 x 0.37 in),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.6 inches, 58.3 cm2 (~69.6% screen-to-body ratio)","Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)",32GB 4GB RAM,Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo),"19 MP, f/2.0, 25mm (wide), 1/2.3"", 1.22µm, predictive PDAF, Laser AF"
201,Sony Xperia L1,GSM / HSPA / LTE,151 x 74 x 8.7 mm (5.94 x 2.91 x 0.34 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm2 (~74.6% screen-to-body ratio)",Android 7.0 (Nougat),16GB 2GB RAM,Quad-core 1.45 GHz Cortex-A53,"13 MP, f/2.2, AF"
202,Sony Xperia XZs,GSM / HSPA / LTE,146 x 72 x 8.1 mm (5.75 x 2.83 x 0.32 in),"Single SIM (Nano-SIM) - G8231Hybrid Dual SIM (Nano-SIM, dual stand-by) - G8232","IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~70.9% screen-to-body ratio)","Android 7.1 (Nougat), upgradable to Android 8.0 (Oreo)","32GB 4GB RAM, 64GB 4GB RAM",Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),"19 MP, f/2.0, 25mm (wide), 1/2.3"", predictive PDAF, Laser AF"
203,Sony Xperia XZ Premium,GSM / HSPA / LTE,156 x 77 x 7.9 mm (6.14 x 3.03 x 0.31 in),"Single SIM (Nano-SIM) - G8141Hybrid Dual SIM (Nano-SIM, dual stand-by) - G8142","IPS LCD capacitive touchscreen, 16M colors","5.46 inches, 82.2 cm2 (~68.4% screen-to-body ratio)","Android 7.1 (Nougat), upgradable to Android 9.0 (Pie)",64GB 4GB RAM,Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo),"19 MP, f/2.0, 25mm (wide), 1/2.3"", predictive PDAF, Laser AF"
204,Sony Xperia XA1 Ultra,GSM / HSPA / LTE,165 x 79 x 8.1 mm (6.50 x 3.11 x 0.32 in),"Single SIM (Nano-SIM) - G3221, G3223Dual SIM (Nano-SIM, dual stand-by) - G3212, G3226","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~76.1% screen-to-body ratio)","Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo)","32GB 4GB RAM, 64GB 4GB RAM",Octa-core (4x2.3 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53),"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF"
205,Sony Xperia XA1,GSM / HSPA / LTE,145 x 67 x 8 mm (5.71 x 2.64 x 0.31 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~70.9% screen-to-body ratio)","Android 7.0 (Nougat), upgradable to Android 8.0 (Oreo)",32GB 3GB RAM,Octa-core (4x2.3 GHz Cortex-A53 & 4x1.6 GHz Cortex-A53),"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF"
206,Sony Xperia X Compact,GSM / HSPA / LTE,129 x 65 x 9.5 mm (5.08 x 2.56 x 0.37 in),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","4.6 inches, 58.3 cm2 (~69.6% screen-to-body ratio)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)",32GB 3GB RAM,Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A72),"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF"
207,Sony Xperia XZ,GSM / HSPA / LTE,146 x 72 x 8.1 mm (5.75 x 2.83 x 0.32 in),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm2 (~70.9% screen-to-body ratio)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)","32GB 3GB RAM (F8331), 64GB 3GB RAM (F8332)",Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF, Laser AF"
208,Sony Xperia E5,GSM / HSPA / LTE,144 x 69 x 8.2 mm (5.67 x 2.72 x 0.32 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~69.4% screen-to-body ratio)",Android 6.0 (Marshmallow),16GB 1.5GB RAM,Quad-core 1.3 GHz Cortex-A53,"13 MP, f/2.0, AF"
209,Sony Xperia XA Ultra,GSM / HSPA / LTE,164 x 79 x 8.4 mm (6.46 x 3.11 x 0.33 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm2 (~76.6% screen-to-body ratio)","Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",16GB 3GB RAM,Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"21.5 MP, f/2.2, 1/2.4"", 1/2.4"", PDAF"
210,Sony Xperia X Performance,GSM / HSPA / LTE,143.7 x 70.4 x 8.7 mm (5.66 x 2.77 x 0.34 in),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~68.1% screen-to-body ratio)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)","32GB 3GB RAM (SS), 64GB 3GB RAM (DS)",Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF"
211,Sony Xperia X,GSM / HSPA / LTE,143 x 69 x 7.7 mm (5.63 x 2.72 x 0.30 in),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~69.8% screen-to-body ratio)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)","32GB 3GB RAM (F5121), 64GB 3GB RAM (F5122)",Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A72),"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF"
212,Sony Xperia XA Dual,GSM / HSPA / LTE,143.6 x 66.8 x 7.9 mm (5.65 x 2.63 x 0.31 in),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~71.8% screen-to-body ratio)","Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",16GB 2GB RAM,Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"13 MP, f/2.0, 1/3"", PDAF"
213,Sony Xperia XA,GSM / HSPA / LTE,143.6 x 66.8 x 7.9 mm (5.65 x 2.63 x 0.31 in),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~71.8% screen-to-body ratio)","Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",16GB 2GB RAM,Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"13 MP, f/2.0, 1/3"", 1.12µm, PDAF"
214,LG V50S ThinQ 5G,GSM / CDMA / HSPA / EVDO / LTE / 5G,159.3 x 75.8 x 8.4 mm (6.27 x 2.98 x 0.33 in),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors","6.4 inches, 100.5 cm2 (~83.3% screen-to-body ratio)",Android 9.0 (Pie); LG UX 9.0,256GB 8GB RAM,Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),"12 MP, f/1.8, 27mm (standard), 1/2.55"", 1.4µm, Dual pixel PDAF, OIS
13 MP, f/2.4, 9mm (ultrawide), 1.0µm"
215,LG G8X ThinQ,GSM / CDMA / HSPA / EVDO / LTE,159.3 x 75.8 x 8.4 mm (6.27 x 2.98 x 0.33 in),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","OLED capacitive touchscreen, 16M colors","6.4 inches, 100.5 cm2 (~83.3% screen-to-body ratio)",Android 9.0 (Pie); LG UX 9.0,128GB 6GB RAM,Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),"12 MP, f/1.8, 27mm (standard), 1/2.55"", 1.4µm, Dual pixel PDAF, OIS
13 MP, f/2.4, 9mm (ultrawide), 1.0µm"
216,LG Q70,GSM / HSPA / LTE,162.1 x 76.8 x 8.3 mm (6.38 x 3.02 x 0.33 in),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.4 inches, 101.4 cm2 (~81.4% screen-to-body ratio)",Android 9.0 (Pie); LG UX 7,64GB 4GB RAM,Octa-core (2x2.0 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver),"32 MP, f/1.8, (wide), PDAF
13 MP, f/2.2, 13mm (ultrawide)
5 MP, f/2.4, depth sensor"
217,LG K30 (2019),GSM / HSPA / LTE,146.9 x 71.5 x 8.5 mm (5.78 x 2.81 x 0.33 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm2 (~73.0% screen-to-body ratio)",Android 9.0 (Pie),16GB 2GB RAM,Quad-core 1.4 GHz Cortex-A53,"8 MP, f/2.0, 27mm (wide), 1.12µm, AF"
218,LG K20 (2019),GSM / HSPA / LTE,148.6 x 71.9 x 8.3 mm (5.85 x 2.83 x 0.33 in),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.45 inches, 76.7 cm2 (~71.7% screen-to-body ratio)",Android 9.0 Pie (Go edition),16GB 1GB RAM,Quad-core 1.5 GHz Cortex-A53,"8 MP, f/2.0, 27mm (wide), 1.12µm, AF"
219,LG K40S,GSM / HSPA / LTE,156.3 x 73.9 x 8.6 mm (6.15 x 2.91 x 0.34 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.1 inches, 92.9 cm2 (~80.4% screen-to-body ratio)",Android 9.0 (Pie),"32GB 2GB RAM, 32GB 3GB RAM",Octa-core 2.0 GHz Cortex-A53,"13 MP, f/2.2, 26mm (wide), PDAF
5 MP, (ultrawide)"
220,LG K50S,GSM / HSPA / LTE,165.8 x 77.5 x 8.2 mm (6.53 x 3.05 x 0.32 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.5 inches, 105.5 cm2 (~82.1% screen-to-body ratio)",Android 9.0 (Pie),32GB 3GB RAM,Octa-core 2.0 GHz Cortex-A53,"13 MP, f/2.2, 26mm (wide), PDAF
5 MP, (ultrawide)
2 MP, f/2.4 depth sensor"
221,LG W30 Pro,GSM / HSPA / LTE,157.7 x 75.9 x 8.3 mm (6.21 x 2.99 x 0.33 in),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.22 inches, 96.6 cm2 (~80.7% screen-to-body ratio)",Android 9.0 (Pie),64GB 4GB RAM,Octa-core (4x1.8 GHz Kryo 250 Gold & 4x1.8 GHz Kryo 250 Silver),"13 MP, PDAF
8 MP, 13mm (ultrawide)
5 MP, depth sensor"
222,LG W30,GSM / HSPA / LTE,162.7 x 78.8 x 8.5 mm (6.41 x 3.10 x 0.33 in),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 97.8 cm2 (~76.3% screen-to-body ratio)",Android 9.0 (Pie),32GB 3GB RAM,Octa-core 2.0 GHz Cortex-A53,"12 MP, PDAF
13 MP, (wide), AF
2 MP, depth sensor"
223,LG W10,GSM / HSPA / LTE,156 x 76.2 x 8.5 mm (6.14 x 3.00 x 0.33 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.19 inches, 96.0 cm2 (~80.7% screen-to-body ratio)",Android 9.0 (Pie),32GB 3GB RAM,Octa-core 2.0 GHz Cortex-A53,"13 MP, PDAF
5 MP, depth sensor"
224,LG Stylo 5,GSM / HSPA / LTE,160 x 77.7 x 8.4 mm (6.30 x 3.06 x 0.33 in),Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 99.2 cm2 (~79.8% screen-to-body ratio)",Android 9.0 (Pie),32GB 3GB RAM,Octa-core 1.8 GHz Cortex-A53,"13 MP, PDAF"
225,LG V50 ThinQ 5G,GSM / CDMA / HSPA / EVDO / LTE / 5G,159.2 x 76.1 x 8.3 mm (6.27 x 3.00 x 0.33 in),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","P-OLED capacitive touchscreen, 16M colors","6.4 inches, 100.2 cm2 (~82.7% screen-to-body ratio)",Android 9.0 (Pie); LG UX 8.0,128GB 6GB RAM,Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),"12 MP, 27mm (standard), f/1.5, 1/2.6"", 1.4µm, dual pixel PDAF, 3-axis OIS
12 MP, 52mm (telephoto), f/2.4, 1/3.4"", 1.0µm, 2x optical zoom, PDAF, OIS
16 MP, 16mm (ultrawide), f/1.9, 1/3.1"", 1.0µm, no AF"
